"word"	"complex_word"	"folio"	"section"	"quire"	"panel"	"language"	"hand"	"misc"	"d.hand"	"placement"	"line_number"	"transcriber"	"line_initial"	"line_final"	"par_initial"	"par_final"
"chy"	"chy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"C"	2	10	NA	NA
"kchod"	"kchod"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"C"	3	9	NA	NA
"chl"	"chl"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"C"	4	8	NA	NA
"chol"	"chol"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"C"	5	7	NA	NA
"kod"	"kod"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"C"	6	6	NA	NA
"o"	"o"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"C"	7	5	NA	NA
"oksho"	"oksho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"C"	8	4	NA	NA
"do"	"do"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"C"	9	3	NA	NA
"chees"	"chees"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"C"	10	2	NA	NA
"g"	"g"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"C"	11	1	NA	NA
"okcho"	"okcho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"F"	1	9	NA	NA
"shy"	"shy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"F"	2	8	NA	NA
"kch*d"	"kch*d"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"F"	3	7	NA	NA
"chl"	"chl"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"F"	4	6	NA	NA
"chol"	"chol"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"F"	5	5	NA	NA
"kod"	"kod"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"F"	6	4	NA	NA
"o"	"o"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"F"	7	3	NA	NA
"oksho"	"oksho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"F"	8	2	NA	NA
"docheesm"	"docheesm"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"F"	9	1	NA	NA
"otcho"	"otcho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"U"	1	9	NA	NA
"chy"	"chy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"U"	2	8	NA	NA
"kcheed"	"kcheed"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"U"	3	7	NA	NA
"chl"	"chl"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"U"	4	6	NA	NA
"chol"	"chol"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"U"	5	5	NA	NA
"kod"	"kod"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"U"	6	4	NA	NA
"o"	"o"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"U"	7	3	NA	NA
"oksho"	"oksho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"U"	8	2	NA	NA
"docheesm"	"docheesm"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"4"	"U"	9	1	NA	NA
"qoky"	"qoky"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"H"	1	6	39	20
"shkeeo"	"shkeeo"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"H"	2	5	40	19
"schodar"	"schodar"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"H"	3	4	41	18
"shkol"	"shkol"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"H"	4	3	42	17
"chotchy"	"chotchy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"H"	5	2	43	16
"cthodol"	"cthodol"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"H"	6	1	44	15
"qoky"	"qoky"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"F"	1	8	NA	NA
"shkeeo"	"shkeeo"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"F"	2	7	NA	NA
"rchod"	"rchod"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"F"	3	6	NA	NA
"ar"	"ar"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"F"	4	5	NA	NA
"shkof"	"shkof"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"F"	5	4	NA	NA
"chotchy"	"chotchy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"F"	6	3	NA	NA
"ctho"	"ctho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"F"	7	2	NA	NA
"dol"	"dol"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"F"	8	1	NA	NA
"qoky"	"qoky"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"U"	1	7	NA	NA
"shkeeo"	"shkeeo"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"U"	2	6	NA	NA
"s"	"s"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"U"	3	5	NA	NA
"chodar"	"chodar"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"U"	4	4	NA	NA
"shkol"	"shkol"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"U"	5	3	NA	NA
"choteey"	"choteey"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"U"	6	2	NA	NA
"cthodol"	"cthodol"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"5"	"U"	7	1	NA	NA
"dsho"	"dsho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"H"	1	5	45	14
"kchrrr"	"kchrrr"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"H"	2	4	46	13
"okeedy"	"okeedy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"H"	3	3	47	12
"dchschy"	"dchschy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"H"	4	2	48	11
"sotchdy"	"sotchdy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"H"	5	1	49	10
"dsho"	"dsho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"C"	1	5	NA	NA
"kchrrr"	"kchrrr"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"C"	2	4	NA	NA
"okeedy"	"okeedy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"C"	3	3	NA	NA
"dchrchy"	"dchrchy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"C"	4	2	NA	NA
"shotchdy"	"shotchdy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"C"	5	1	NA	NA
"dsho"	"dsho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"F"	1	5	NA	NA
"kchrrr"	"kchrrr"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"F"	2	4	NA	NA
"okeedy"	"okeedy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"F"	3	3	NA	NA
"dchrchy"	"dchrchy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"F"	4	2	NA	NA
"sotchdy"	"sotchdy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"F"	5	1	NA	NA
"dsho"	"dsho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"U"	1	5	NA	NA
"kchrrs"	"kchrrs"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"U"	2	4	NA	NA
"okeedy"	"okeedy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"U"	3	3	NA	NA
"dchrchy"	"dchrchy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"U"	4	2	NA	NA
"sotchdy"	"sotchdy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"6"	"U"	5	1	NA	NA
"sho"	"sho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"H"	1	7	50	9
"sho"	"sho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"H"	2	6	51	8
"ykcho"	"ykcho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"H"	3	5	52	7
"shdy"	"shdy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"H"	4	4	53	6
"dchd"	"dchd"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"H"	5	3	54	5
"chschsa"	"chschsa"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"H"	6	2	55	4
"otchdy"	"otchdy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"H"	7	1	56	3
"sho"	"sho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"C"	1	6	NA	NA
"shoykcho"	"shoykcho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"C"	2	5	NA	NA
"shdy"	"shdy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"C"	3	4	NA	NA
"dchd"	"dchd"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"C"	4	3	NA	NA
"chschsy"	"chschsy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"C"	5	2	NA	NA
"otchdy"	"otchdy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"C"	6	1	NA	NA
"sho"	"sho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"F"	1	7	NA	NA
"shoy"	"shoy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"F"	2	6	NA	NA
"kcho"	"kcho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"F"	3	5	NA	NA
"shdy"	"shdy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"F"	4	4	NA	NA
"dchd"	"dchd"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"F"	5	3	NA	NA
"chrchra"	"chrchra"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"F"	6	2	NA	NA
"otchdy"	"otchdy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"F"	7	1	NA	NA
"sho"	"sho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"U"	1	6	NA	NA
"shoykcho"	"shoykcho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"U"	2	5	NA	NA
"shdy"	"shdy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"U"	3	4	NA	NA
"dchd"	"dchd"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"U"	4	3	NA	NA
"chrchry"	"chrchry"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"U"	5	2	NA	NA
"otchdy"	"otchdy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"7"	"U"	6	1	NA	NA
"okshes"	"okshes"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"8"	"H"	1	2	57	2
"okchokshy"	"okchokshy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"8"	"H"	2	1	58	1
"okshes"	"okshes"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"8"	"C"	1	3	NA	NA
"okcho"	"okcho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"8"	"C"	2	2	NA	NA
"kshy"	"kshy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"8"	"C"	3	1	NA	NA
"okshes"	"okshes"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"8"	"F"	1	3	NA	NA
"okcho"	"okcho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"8"	"F"	2	2	NA	NA
"kshy"	"kshy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"8"	"F"	3	1	NA	NA
"okshes"	"okshes"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"8"	"U"	1	3	NA	NA
"okcho"	"okcho"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"8"	"U"	2	2	NA	NA
"kshy"	"kshy"	"f27v"	"H"	"D"	"F"	"A"	"1"	NA	"1"	"P"	"8"	"U"	3	1	NA	NA
"pchodar"	"pchodar"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"H"	1	8	1	67
"shod"	"shod"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"H"	2	7	2	66
"chocphy"	"chocphy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"H"	3	6	3	65
"opchol"	"opchol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"H"	4	5	4	64
"daiin"	"daiin"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"H"	5	4	5	63
"otchol"	"otchol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"H"	6	3	6	62
"chyqo"	"chyqo"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"H"	7	2	7	61
"ldy"	"ldy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"H"	8	1	8	60
"pchodar"	"pchodar"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"C"	1	9	NA	NA
"shod"	"shod"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"C"	2	8	NA	NA
"chocphy"	"chocphy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"C"	3	7	NA	NA
"opchor"	"opchor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"C"	4	6	NA	NA
"daiin"	"daiin"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"C"	5	5	NA	NA
"otchol"	"otchol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"C"	6	4	NA	NA
"chy"	"chy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"C"	7	3	NA	NA
"qol"	"qol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"C"	8	2	NA	NA
"dy"	"dy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"C"	9	1	NA	NA
"pchodar"	"pchodar"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"F"	1	7	NA	NA
"shod"	"shod"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"F"	2	6	NA	NA
"chocphy"	"chocphy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"F"	3	5	NA	NA
"opchol"	"opchol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"F"	4	4	NA	NA
"daiin"	"daiin"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"F"	5	3	NA	NA
"otchol"	"otchol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"F"	6	2	NA	NA
"chyqoldy"	"chyqoldy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"1"	"F"	7	1	NA	NA
"otchor"	"otchor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"H"	1	9	9	59
"otchor"	"otchor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"H"	2	8	10	58
"cthol"	"cthol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"H"	3	7	11	57
"cty"	"cty"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"H"	4	6	12	56
"ctheol"	"ctheol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"H"	5	5	13	55
"dy"	"dy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"H"	6	4	14	54
"dchar"	"dchar"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"H"	7	3	15	53
"chakod"	"chakod"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"H"	8	2	16	52
"dly"	"dly"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"H"	9	1	17	51
"otchor"	"otchor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"C"	1	9	NA	NA
"ochor"	"ochor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"C"	2	8	NA	NA
"cthol"	"cthol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"C"	3	7	NA	NA
"cthy"	"cthy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"C"	4	6	NA	NA
"ctheol"	"ctheol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"C"	5	5	NA	NA
"dy"	"dy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"C"	6	4	NA	NA
"dchar"	"dchar"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"C"	7	3	NA	NA
"chakod"	"chakod"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"C"	8	2	NA	NA
"dly"	"dly"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"C"	9	1	NA	NA
"otchor"	"otchor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"F"	1	9	NA	NA
"otchor"	"otchor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"F"	2	8	NA	NA
"cthol"	"cthol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"F"	3	7	NA	NA
"cthy"	"cthy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"F"	4	6	NA	NA
"ctheol"	"ctheol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"F"	5	5	NA	NA
"dy"	"dy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"F"	6	4	NA	NA
"dchar"	"dchar"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"F"	7	3	NA	NA
"chakod"	"chakod"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"F"	8	2	NA	NA
"dly"	"dly"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"2"	"F"	9	1	NA	NA
"qotchaiin"	"qotchaiin"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"H"	1	7	18	50
"shor"	"shor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"H"	2	6	19	49
"cthol"	"cthol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"H"	3	5	20	48
"cthol"	"cthol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"H"	4	4	21	47
"shor"	"shor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"H"	5	3	22	46
"chotchy"	"chotchy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"H"	6	2	23	45
"tchodar"	"tchodar"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"H"	7	1	24	44
"qotchaiin"	"qotchaiin"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"C"	1	7	NA	NA
"shor"	"shor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"C"	2	6	NA	NA
"cthol"	"cthol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"C"	3	5	NA	NA
"cthol"	"cthol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"C"	4	4	NA	NA
"shor"	"shor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"C"	5	3	NA	NA
"chotchy"	"chotchy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"C"	6	2	NA	NA
"tchodar"	"tchodar"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"C"	7	1	NA	NA
"qotchaiin"	"qotchaiin"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"F"	1	7	NA	NA
"shor"	"shor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"F"	2	6	NA	NA
"cthol"	"cthol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"F"	3	5	NA	NA
"cthol"	"cthol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"F"	4	4	NA	NA
"shor"	"shor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"F"	5	3	NA	NA
"chotchy"	"chotchy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"F"	6	2	NA	NA
"tchodar"	"tchodar"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"3"	"F"	7	1	NA	NA
"choty"	"choty"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"H"	1	8	25	43
"chtol"	"chtol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"H"	2	7	26	42
"otol"	"otol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"H"	3	6	27	41
"chotchy"	"chotchy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"H"	4	5	28	40
"cthol"	"cthol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"H"	5	4	29	39
"otol"	"otol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"H"	6	3	30	38
"choky"	"choky"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"H"	7	2	31	37
"qoty"	"qoty"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"H"	8	1	32	36
"oty"	"oty"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"C"	1	9	NA	NA
"chtol"	"chtol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"C"	2	8	NA	NA
"ot"	"ot"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"C"	3	7	NA	NA
"l"	"l"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"C"	4	6	NA	NA
"chotchy"	"chotchy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"C"	5	5	NA	NA
"cthol"	"cthol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"C"	6	4	NA	NA
"otol"	"otol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"C"	7	3	NA	NA
"choky"	"choky"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"C"	8	2	NA	NA
"qoty"	"qoty"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"C"	9	1	NA	NA
"choty"	"choty"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"F"	1	8	NA	NA
"chtol"	"chtol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"F"	2	7	NA	NA
"otol"	"otol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"F"	3	6	NA	NA
"chotchy"	"chotchy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"F"	4	5	NA	NA
"cthol"	"cthol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"F"	5	4	NA	NA
"otol"	"otol"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"F"	6	3	NA	NA
"choky"	"choky"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"F"	7	2	NA	NA
"qoty"	"qoty"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"4"	"F"	8	1	NA	NA
"oksho"	"oksho"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"5"	"H"	1	8	33	35
"otor"	"otor"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"5"	"H"	2	7	34	34
"chy"	"chy"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"5"	"H"	3	6	35	33
"kchoror"	"kchoror"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"5"	"H"	4	5	36	32
"chodaiin"	"chodaiin"	"f28r"	"H"	"D"	"G"	"A"	"1"	NA	"1"	"P"	"5"	"H"	5	4	37	31
